brand,model,year,km_driven,fuel_type,transmission_type,mileage,selling_price
maruti,alto,2014,65535,petrol,manual,19.7,275000
hyundai,i20,2019,35000,diesel,manual,22.54,580000
toyota,fortuner,2021,22600,diesel,manual,14.24,3300000
tata,tiago,2019,50000,petrol,manual,23.84,390000
maruti,baleno,2019,34676,petrol,manual,21.4,710000
tata,safari,2015,68192,diesel,manual,14.1,550000
maruti,swift,2017,50000,petrol,manual,20.4,435000
ford,endeavour,2019,40000,diesel,automatic,10.91,2850000
skoda,rapid,2016,50900,petrol,manual,15.0,400000
maruti,wagon r,2015,48000,petrol,manual,18.9,325000
honda,amaze,2021,2200,petrol,automatic,18.1,790000
bmw,5,2014,79000,diesel,automatic,16.73,1800000
mercedes-benz,e-class,2012,126436,diesel,automatic,14.21,1230000
hyundai,santro,2014,106346,petrol,manual,17.92,220000
toyota,innova,2015,76000,diesel,manual,12.99,995000
audi,a4,2013,70000,diesel,automatic,16.55,1099000
hyundai,i20,2014,73000,diesel,manual,23.0,395000
bmw,5,2020,10002,diesel,automatic,22.48,4000000
maruti,swift,2020,28000,diesel,manual,28.4,800000
maruti,celerio,2020,21000,petrol,automatic,23.1,510000
skoda,rapid,2016,49000,diesel,manual,20.5,625000
hyundai,i20,2017,47000,petrol,manual,18.5,540000
skoda,rapid,2021,35000,diesel,automatic,21.72,1000000
tata,nexon,2020,43000,diesel,manual,21.5,895000
maruti,alto,2019,35000,petrol,manual,24.7,280000
bmw,6,2020,24000,diesel,automatic,17.09,6000000
toyota,innova,2019,110000,diesel,automatic,11.36,1600000
bmw,3,2017,35000,diesel,automatic,22.69,1545000
toyota,innova,2016,78000,diesel,manual,12.99,965000
ford,figo,2018,70000,diesel,manual,25.83,270000
maruti,ignis,2020,14188,petrol,manual,20.89,470000
maruti,baleno,2019,65000,petrol,manual,21.4,520000
maruti,swift dzire,2020,70000,diesel,manual,28.4,641000
maruti,swift dzire,2019,21000,petrol,manual,20.85,650000
hyundai,santro,2012,74000,petrol,manual,17.92,265000
mahindra,xuv500,2017,39838,diesel,manual,16.0,1095000
hyundai,venue,2022,6500,petrol,manual,18.27,949000
renault,kwid,2020,40000,petrol,automatic,24.04,300000
honda,city,2019,40000,petrol,manual,17.8,840000
tata,nexon,2019,95000,diesel,manual,21.5,825000
ford,ecosport,2021,14000,petrol,automatic,14.7,980000
mercedes-benz,c-class,2018,28000,diesel,automatic,14.84,2500000
maruti,alto,2014,70000,petrol,manual,20.92,231000
jeep,compass,2020,67000,diesel,manual,17.1,1950000
hyundai,i20,2020,5000,petrol,manual,18.6,815000
mahindra,xuv500,2021,20000,diesel,manual,15.1,1667000
maruti,wagon r,2019,43000,cng,manual,26.2,399000
hyundai,verna,2020,26000,petrol,automatic,17.0,1040000
maruti,ciaz,2017,30000,petrol,manual,20.73,600000
maruti,swift,2019,25000,petrol,manual,20.4,625000
hyundai,verna,2019,100000,diesel,manual,23.9,839000
mahindra,xuv500,2018,15000,diesel,automatic,16.0,1620000
hyundai,grand,2016,89000,diesel,manual,24.0,425000
hyundai,i20,2020,10114,petrol,manual,18.6,690000
mahindra,xuv500,2015,60000,diesel,manual,15.1,500000
maruti,alto,2022,5000,petrol,manual,22.05,320000
maruti,celerio,2020,20000,petrol,manual,21.63,585000
maruti,baleno,2019,21000,petrol,automatic,19.56,680000
maruti,vitara,2018,36355,diesel,manual,24.3,765000
renault,triber,2022,4500,petrol,manual,20.0,770000
maruti,swift,2018,70000,diesel,manual,25.2,497000
land rover,rover,2014,66000,diesel,automatic,12.35,1450000
honda,amaze,2021,8700,petrol,manual,19.5,750000
hyundai,verna,2012,100000,petrol,manual,16.2,300000
maruti,ciaz,2019,26000,petrol,manual,20.73,740000
maruti,alto,2010,30000,petrol,manual,19.7,200000
honda,city,2015,55243,petrol,manual,17.0,560000
hyundai,grand,2017,25000,petrol,manual,18.9,500000
hyundai,verna,2015,35212,diesel,manual,25.0,500000
tata,harrier,2021,21655,diesel,manual,17.0,1660000
maruti,swift dzire,2015,46100,petrol,manual,19.1,475000
ford,figo,2013,40000,petrol,manual,15.6,355000
nissan,kicks,2021,10000,petrol,manual,14.23,950000
tata,nexon,2020,31000,diesel,automatic,21.5,845000
mercedes-benz,gl-class,2016,87000,diesel,automatic,11.3,3500000
honda,city,2018,34000,diesel,manual,26.0,1025000
mahindra,bolero,2017,66274,diesel,manual,13.6,478000
maruti,swift dzire,2012,133000,diesel,manual,19.3,340000
volkswagen,vento,2019,16219,petrol,manual,17.69,845000
tata,tiago,2021,10000,petrol,manual,23.84,510000
hyundai,grand,2019,56169,petrol,manual,18.9,550000
maruti,baleno,2018,90000,diesel,manual,27.39,590000
maruti,wagon r,2016,31692,petrol,manual,20.51,330000
skoda,superb,2012,74000,petrol,automatic,13.7,365000
maruti,swift,2020,80000,diesel,manual,28.4,675000
hyundai,grand,2021,5000,petrol,manual,18.9,590000
toyota,innova,2020,68600,diesel,manual,13.68,1721000
audi,a4,2015,45000,diesel,automatic,17.11,1725000
volkswagen,vento,2021,15000,diesel,manual,22.27,900000
hyundai,i10,2013,51359,petrol,manual,19.81,320000
skoda,rapid,2014,79000,diesel,manual,20.5,460000
maruti,eeco,2014,65000,petrol,manual,15.37,175000
mercedes-benz,c-class,2014,50000,diesel,automatic,19.71,1180000
tata,nexon,2020,42388,diesel,manual,21.5,895000
maruti,celerio,2017,50000,petrol,manual,23.1,350000
maruti,vitara,2020,9000,diesel,manual,24.3,960000
maruti,swift dzire,2018,40000,diesel,manual,26.59,650000
hyundai,grand,2018,15000,petrol,manual,18.9,390000
maruti,alto,2011,70000,petrol,manual,19.7,130000
maruti,alto,2020,25000,petrol,manual,23.95,385000
hyundai,verna,2016,70000,petrol,manual,17.01,450000
maruti,swift,2020,26000,petrol,manual,22.0,610000
honda,jazz,2017,40000,diesel,manual,27.3,665000
hyundai,grand,2020,30000,petrol,manual,18.9,450000
maruti,baleno,2021,8800,petrol,manual,21.4,675000
hyundai,santro,2011,40000,petrol,manual,17.92,266000
hyundai,verna,2016,90000,diesel,manual,22.32,590000
ford,freestyle,2021,17000,petrol,manual,19.0,630000
maruti,swift,2015,106000,diesel,manual,22.9,350000
bmw,3,2019,72000,diesel,automatic,21.76,3300000
honda,jazz,2012,56161,petrol,manual,16.0,319000
ford,figo,2013,35000,diesel,manual,20.0,300000
ford,ecosport,2017,100000,diesel,manual,22.77,700000
maruti,swift,2015,67000,diesel,manual,28.4,300000
maruti,swift,2019,28000,petrol,manual,20.4,629000
honda,city,2008,38000,petrol,manual,16.9,200000
maruti,swift,2019,5000,petrol,manual,20.4,570000
maruti,ertiga,2019,50000,diesel,manual,24.52,800000
maruti,baleno,2018,20000,petrol,manual,21.4,599000
renault,kwid,2019,20000,petrol,manual,25.17,300000
toyota,innova,2011,180000,diesel,manual,12.8,400000
bmw,x5,2016,60000,diesel,automatic,15.97,3350000
skoda,rapid,2016,70000,diesel,manual,20.5,525000
mahindra,scorpio,2016,69000,diesel,automatic,11.79,650000
skoda,rapid,2018,60000,diesel,automatic,21.66,850000
maruti,ciaz,2016,120000,diesel,manual,26.21,580000
hyundai,grand,2017,50215,petrol,manual,18.9,450000
hyundai,venue,2021,18700,diesel,manual,23.7,1045000
hyundai,santro,2016,35000,petrol,manual,17.92,300000
maruti,ciaz,2018,100000,diesel,manual,28.09,660000
tata,hexa,2019,41723,diesel,manual,17.6,1350000
toyota,innova,2013,68830,diesel,manual,12.8,685000
audi,a6,2013,110000,diesel,automatic,17.68,1100000
hyundai,verna,2021,5630,petrol,manual,17.0,975000
hyundai,i20,2017,109555,diesel,manual,22.54,655000
hyundai,verna,2011,90000,diesel,manual,18.1,290000
honda,amaze,2015,75000,diesel,manual,25.8,390000
maruti,ertiga,2021,8000,petrol,automatic,17.99,1099000
maruti,ciaz,2019,40000,diesel,manual,28.09,800000
toyota,fortuner,2017,120000,diesel,manual,12.55,2150000
mercedes-benz,s-class,2009,47200,petrol,automatic,10.13,625000
maruti,ignis,2020,50000,petrol,manual,20.89,450000
hyundai,santro,2015,76945,petrol,manual,17.92,350000
maruti,alto,2016,110000,petrol,manual,20.92,200000
honda,city,2019,53000,petrol,automatic,18.0,1095000
maruti,swift,2019,62904,diesel,manual,28.4,700000
hyundai,verna,2014,58000,diesel,manual,22.32,625000
volkswagen,vento,2019,49000,diesel,automatic,22.15,950000
mahindra,xuv500,2019,54212,diesel,manual,16.0,1350000
honda,amaze,2021,8760,petrol,automatic,19.0,800000
renault,duster,2015,62000,diesel,manual,19.87,395000
renault,kwid,2019,40000,petrol,automatic,24.04,350000
maruti,swift dzire,2018,70000,diesel,automatic,26.59,675000
maruti,ciaz,2020,40000,diesel,manual,28.09,800000
hyundai,i10,2012,70000,petrol,manual,19.81,170000
hyundai,creta,2017,52000,diesel,manual,21.38,925000
hyundai,i20,2017,80131,diesel,manual,22.54,625000
maruti,celerio,2018,41944,petrol,automatic,23.1,485000
hyundai,elantra,2018,28000,petrol,automatic,14.62,1525000
maruti,vitara,2019,20000,diesel,manual,24.3,800000
honda,civic,2012,60000,petrol,manual,13.5,275000
maruti,ertiga,2019,68000,diesel,manual,24.52,900000
hyundai,verna,2016,89000,diesel,automatic,22.32,550000
maruti,swift,2016,90000,diesel,manual,25.2,390000
mahindra,bolero,2012,47000,diesel,manual,14.0,545000
jaguar,xf,2016,28000,diesel,automatic,16.36,3190000
ford,ecosport,2019,63000,petrol,manual,15.9,865000
honda,city,2016,67000,diesel,manual,26.0,549000
ford,figo,2018,49392,petrol,manual,18.16,575000
honda,wr-v,2019,65000,diesel,manual,25.5,800000
hyundai,creta,2019,50000,diesel,manual,19.67,1200000
maruti,swift,2014,90000,petrol,manual,18.6,280000
maruti,swift,2014,92000,diesel,manual,22.9,525000
mahindra,thar,2019,60000,diesel,manual,16.55,950000
datsun,redigo,2019,17731,petrol,manual,22.7,270000
toyota,fortuner,2013,85000,diesel,manual,11.5,1100000
maruti,vitara,2019,61326,diesel,manual,24.3,985000
maruti,celerio,2019,32000,petrol,manual,23.1,450000
hyundai,creta,2017,57000,petrol,automatic,13.0,800000
hyundai,verna,2020,42700,diesel,manual,22.0,860000
maruti,ertiga,2016,35000,petrol,manual,17.5,585000
maruti,wagon r,2019,10000,petrol,automatic,20.51,400000
honda,civic,2010,110000,petrol,manual,13.5,400000
maruti,ertiga,2017,78368,diesel,manual,20.77,785000
hyundai,i20,2017,37924,petrol,manual,17.0,550000
ford,ecosport,2016,104859,diesel,manual,22.7,425000
ford,ecosport,2019,63000,diesel,manual,23.0,831000
kia,seltos,2021,7100,diesel,automatic,17.8,1950000
honda,jazz,2019,52377,petrol,automatic,19.0,785000
volkswagen,polo,2019,14000,petrol,manual,16.2,750000
volkswagen,polo,2018,70000,diesel,manual,22.07,675000
hyundai,grand,2020,18000,diesel,manual,24.0,685000
hyundai,verna,2021,7000,diesel,automatic,19.08,1295000
maruti,ciaz,2017,49000,petrol,manual,20.73,635000
honda,city,2016,62000,diesel,manual,26.0,640000
volkswagen,vento,2015,34000,petrol,manual,15.04,400000
honda,wr-v,2019,66000,diesel,manual,25.5,725000
renault,kwid,2019,35000,petrol,automatic,24.04,350000
hyundai,venue,2022,5000,petrol,manual,18.27,1050000
hyundai,i20,2017,64000,diesel,manual,22.54,620000
skoda,rapid,2014,85600,diesel,manual,20.5,475000
toyota,innova,2015,77000,diesel,manual,12.8,645000
maruti,celerio,2017,57000,petrol,automatic,23.1,495000
renault,kwid,2020,8627,petrol,manual,21.74,385000
volkswagen,polo,2015,100000,diesel,manual,22.07,290000
maruti,eeco,2019,48000,cng,manual,15.1,421000
volkswagen,polo,2015,56000,petrol,manual,16.2,385000
toyota,innova,2010,193000,diesel,manual,12.8,425000
hyundai,grand,2019,20000,petrol,manual,18.9,500000
ford,ecosport,2020,6500,diesel,manual,22.77,899000
maruti,alto,2015,90000,cng,manual,30.46,185000
volkswagen,polo,2019,37450,petrol,automatic,17.21,895000
honda,city,2018,88102,diesel,manual,26.0,685000
honda,city,2012,47000,petrol,manual,17.0,325000
maruti,wagon r,2014,37623,petrol,manual,20.51,296000
honda,amaze,2016,49000,petrol,manual,18.0,495000
hyundai,i20,2014,69000,diesel,manual,21.9,460000
maruti,eeco,2013,100000,petrol,manual,15.37,150000
hyundai,verna,2015,90000,diesel,manual,22.32,525000
maruti,swift dzire,2015,60855,petrol,manual,19.1,500000
maruti,swift dzire,2015,86300,petrol,manual,19.1,440000
hyundai,i20,2017,78000,diesel,manual,22.54,650000
hyundai,i10,2013,50000,petrol,manual,20.36,210000
maruti,wagon r,2017,42100,cng,manual,26.6,375000
maruti,alto,2017,35000,petrol,manual,22.74,300000
toyota,innova,2010,143448,diesel,manual,12.8,700000
tata,tiago,2019,39543,diesel,manual,27.28,485000
renault,kwid,2018,46000,petrol,manual,25.17,315000
maruti,celerio,2018,51000,petrol,automatic,23.1,435000
mahindra,xuv500,2017,80000,diesel,manual,16.0,1100000
hyundai,i20,2017,60000,petrol,manual,18.6,500000
hyundai,i20,2019,50000,petrol,manual,18.6,655000
ford,ecosport,2020,40000,diesel,manual,23.0,900000
volkswagen,vento,2020,9965,petrol,manual,16.09,915000
mahindra,bolero,2015,39000,diesel,manual,15.96,530000
toyota,innova,2018,35500,diesel,automatic,13.68,1490000
honda,amaze,2015,70400,petrol,manual,18.6,415000
maruti,wagon r,2017,80000,cng,manual,26.6,300000
maruti,eeco,2013,70000,petrol,manual,16.11,275000
maruti,swift,2014,120000,diesel,manual,22.9,350000
toyota,innova,2016,115000,diesel,manual,12.99,1025000
hyundai,grand,2019,76000,petrol,automatic,18.9,515000
honda,city,2010,120000,petrol,manual,17.7,400000
volkswagen,polo,2021,7000,petrol,manual,18.78,730000
maruti,ciaz,2018,45000,petrol,manual,20.73,725000
honda,city,2018,88000,diesel,manual,26.0,650000
maruti,vitara,2020,40000,diesel,manual,24.3,800000
ford,freestyle,2021,30000,diesel,manual,24.4,775000
volkswagen,polo,2017,56084,petrol,automatic,17.21,645000
maruti,alto,2014,116006,petrol,manual,20.92,250000
maruti,wagon r,2015,65000,petrol,manual,21.79,295000
honda,civic,2021,21000,petrol,automatic,16.5,1670000
maruti,swift dzire,2013,180000,diesel,manual,19.3,380000
renault,kwid,2019,25000,petrol,manual,23.01,310000
mahindra,xuv300,2021,25000,diesel,manual,20.0,1079000
toyota,innova,2017,71000,diesel,manual,12.99,1275000
maruti,eeco,2018,40000,petrol,manual,15.37,365000
mahindra,xuv500,2019,60000,diesel,manual,15.1,1500000
hyundai,creta,2021,12000,petrol,manual,15.8,1070000
bmw,5,2014,65000,diesel,automatic,11.5,1855000
ford,ecosport,2016,58000,diesel,manual,22.7,475000
hyundai,grand,2018,28000,petrol,manual,18.9,495000
maruti,vitara,2019,90000,diesel,manual,24.3,850000
maruti,swift dzire,2018,73000,petrol,manual,20.85,530000
mercedes-benz,c-class,2014,64212,diesel,automatic,14.94,1000000
maruti,swift,2018,85263,diesel,manual,25.2,550000
audi,a6,2017,56227,diesel,automatic,17.68,2675000
maruti,alto,2018,2000,petrol,manual,22.74,220000
maruti,alto,2018,31000,petrol,automatic,23.95,360000
maruti,ciaz,2019,31869,petrol,manual,20.73,690000
maruti,alto,2019,23765,petrol,manual,23.95,400000
maruti,swift dzire,2015,64000,petrol,manual,19.1,350000
maruti,wagon r,2015,34000,petrol,manual,18.9,300000
maruti,celerio,2016,52500,petrol,automatic,23.1,375000
maruti,swift,2010,57000,petrol,manual,16.1,205000
hyundai,i20,2021,15000,diesel,manual,22.54,975000
mahindra,xuv500,2019,34000,diesel,manual,16.0,1570000
ford,ecosport,2019,40000,diesel,manual,23.0,885000
maruti,ciaz,2018,63000,diesel,manual,28.09,630000
bmw,3,2018,45000,diesel,automatic,19.59,2690000
mercedes-benz,e-class,2015,39500,petrol,automatic,10.93,1850000
hyundai,i10,2013,42000,petrol,manual,20.36,230000
honda,city,2009,70000,petrol,manual,17.7,180000
honda,cr-v,2021,20000,diesel,automatic,19.5,3100000
maruti,swift dzire,2018,80000,diesel,manual,26.59,450000
mercedes-benz,c-class,2012,75000,petrol,automatic,11.7,800000
maruti,alto,2013,22900,petrol,manual,20.92,215000
maruti,celerio,2020,20000,cng,manual,31.79,510000
ford,endeavour,2014,98000,diesel,manual,13.1,875000
honda,city,2016,75000,petrol,manual,17.4,537000
tata,nexon,2020,60000,petrol,manual,17.0,600000
renault,kwid,2020,12500,petrol,automatic,24.04,345000
maruti,vitara,2018,68000,diesel,manual,24.3,660000
hyundai,i20,2015,70000,diesel,manual,21.9,310000
hyundai,verna,2019,36000,diesel,manual,23.9,860000
maruti,swift dzire,2019,80000,diesel,manual,28.4,650000
skoda,rapid,2020,62600,diesel,automatic,21.72,1045000
hyundai,grand,2019,55000,petrol,manual,18.9,415000
maruti,swift,2017,76448,diesel,manual,22.9,405000
maruti,ciaz,2016,48000,petrol,manual,20.73,545000
volkswagen,vento,2017,76000,diesel,manual,20.34,575000
honda,amaze,2020,40000,diesel,manual,27.4,750000
hyundai,i20,2017,42000,petrol,manual,18.6,430000
honda,jazz,2018,52062,petrol,manual,18.2,675000
ford,ecosport,2016,56017,diesel,manual,22.7,685000
hyundai,creta,2020,10000,petrol,manual,15.8,995000
mercedes-benz,c-class,2014,77000,diesel,automatic,14.84,1450000
maruti,ertiga,2018,135000,diesel,manual,24.52,900000
toyota,innova,2020,18000,diesel,manual,13.68,1920000
mercedes-benz,c-class,2011,66001,petrol,manual,11.7,650000
maruti,swift dzire,2015,100000,petrol,manual,19.1,390000
honda,city,2021,9600,petrol,automatic,17.4,1160000
bmw,5,2011,70000,diesel,automatic,11.5,695000
hyundai,i10,2019,9000,petrol,manual,19.81,375000
mahindra,xuv300,2021,13921,petrol,manual,17.0,975000
maruti,swift,2017,120000,diesel,manual,25.2,580000
maruti,vitara,2019,40000,diesel,manual,24.3,720000
maruti,celerio,2018,48129,cng,manual,31.79,411000
maruti,swift dzire,2018,189000,petrol,manual,19.0,340000
hyundai,creta,2020,65000,diesel,automatic,17.01,1421000
renault,triber,2021,11000,petrol,manual,20.0,725000
toyota,fortuner,2019,150000,diesel,automatic,12.55,2800000
mahindra,xuv500,2016,178000,diesel,manual,15.1,950000
hyundai,grand,2017,66916,petrol,automatic,18.9,550000
toyota,innova,2018,56875,diesel,manual,13.68,1850000
hyundai,i20,2016,70000,diesel,manual,22.54,695000
mahindra,thar,2020,21219,diesel,manual,16.55,995000
maruti,swift,2021,11320,petrol,manual,21.21,700000
hyundai,santro,2011,68000,petrol,manual,17.92,215000
volkswagen,polo,2016,53776,petrol,automatic,17.21,650000
volkswagen,vento,2012,59000,petrol,manual,16.09,249000
hyundai,creta,2017,70000,diesel,manual,21.38,800000
maruti,ertiga,2017,77000,cng,manual,17.5,645000
mercedes-benz,gl-class,2019,38000,diesel,automatic,17.9,2975000
hyundai,grand,2019,47000,petrol,manual,18.9,555000
maruti,ertiga,2017,70000,diesel,manual,20.77,780000
mahindra,kuv,2019,35000,petrol,manual,18.15,350000
maruti,swift dzire,2021,10000,petrol,automatic,22.0,660000
skoda,superb,2019,8000,petrol,automatic,14.67,2375000
honda,city,2020,26000,petrol,automatic,18.0,1125000
toyota,innova,2018,85000,diesel,automatic,11.36,1755000
maruti,wagon r,2019,66628,cng,manual,26.6,415000
maruti,wagon r,2012,81133,petrol,manual,18.9,245000
maruti,baleno,2022,2441,petrol,automatic,19.56,875000
honda,amaze,2019,40000,petrol,manual,17.8,500000
mercedes-benz,gl-class,2020,10000,diesel,automatic,17.9,4950000
maruti,wagon r,2013,120000,petrol,manual,18.9,275000
honda,amaze,2017,42012,petrol,manual,18.6,475000
toyota,innova,2018,120000,diesel,automatic,11.36,1685000
hyundai,i20,2017,70000,diesel,manual,22.54,650000
renault,duster,2015,54000,diesel,manual,19.64,315000
maruti,swift,2016,85195,petrol,manual,18.6,450000
maruti,alto,2015,25000,petrol,manual,22.74,210000
renault,triber,2021,15000,petrol,manual,20.0,654000
maruti,dzire zxi,2019,18767,petrol,manual,23.26,760000
volkswagen,vento,2015,57000,diesel,manual,22.27,345000
mercedes-benz,gl-class,2018,60696,diesel,automatic,11.3,4500000
